2478	2043	1
4224	1758	1
3604	246	1
3538	709	1
3290	688	1
4377	657	1
3903	127	1
3247	975	1
3161	1454	1
4311	1092	1
2949	1544	1
2589	1142	1
2685	645	1
3176	490	1
3845	1967	1
2602	1202	1
2976	1542	1
4838	860	1
4643	1952	1
5295	179	1
3982	860	1
4670	1403	1
2925	606	1
2631	536	1
4987	616	1
3285	430	1
5295	775	1
4978	787	1
2896	1372	1
2478	797	1
4912	533	1
4383	918	1
3275	1632	1
4809	716	1
4364	326	1
4736	1062	1
2589	2151	1
4809	1626	1
6287	1741	1
3604	1932	1
4008	730	1
4931	2093	1
2332	1429	1
4408	2023	1
2937	459	1
2560	920	1
2925	1445	1
2437	1457	1
2277	1153	1
3469	959	1
3485	1704	1
2414	2088	1
3782	676	1
3728	1430	1
3095	1708	1
2952	425	1
4364	1307	1
5635	2034	1
3616	467	1
4874	1001	1
6326	1921	1
3725	688	1
4670	1109	1
3087	2177	1
2865	1252	1
3295	824	1
4398	127	1
2538	459	1
2920	2019	1
3854	204	1
3358	2080	1
3069	155	1
2979	1672	1
4008	91	1
2560	1892	1
3945	1763	1
2628	530	1
6128	1293	1
3402	431	1
2707	912	1
2685	1487	1
2318	22	1
6583	1941	1
2589	2021	1
3363	549	1
3172	1509	1
4017	558	1
2678	1551	1
4853	2074	1
3509	1645	1
3927	285	1
3172	153	1
3551	1389	1
4287	895	1
6001	2010	1
4352	569	1
4086	2002	1
3702	2074	1
4087	1032	1
5498	367	1
3728	1581	1
6550	378	1
2418	2207	1
6199	1406	1
6059	1507	1
5094	234	1
4527	612	1
3725	707	1
2615	1049	1
3150	730	1
3421	882	1
4757	169	1
6286	944	1
2660	1507	1
2478	1142	1
3400	1688	1
4335	1148	1
4244	360	1
3858	453	1
3898	507	1
2484	727	1
6395	764	1
3201	1995	1
4020	119	1
2509	1393	1
3990	1670	1
3754	1017	1
4284	2212	1
2318	1279	1
3243	127	1
4502	620	1
3483	262	1
3098	2229	1
3761	2109	1
3871	702	1
5257	1818	1
2678	2004	1
3497	1855	1
3988	2104	1
3402	532	1
3127	440	1
3767	1538	1
5274	1899	1
2365	1775	1
3631	102	1
2631	1074	1
4556	474	1
5948	975	1
4128	1265	1
2963	2093	1
3631	1725	1
4770	2147	1
4303	1679	1
4505	2043	1
4527	251	1
2412	2000	1
4286	1841	1
3792	1057	1
3631	1221	1
2560	2050	1
3793	1939	1
3400	2043	1
3922	54	1
3637	105	1
4592	2114	1
4853	1708	1
3551	725	1
2731	344	1
2962	2131	1
3358	1308	1
3832	1212	1
6502	27	1
4286	231	1
3255	739	1
2478	1163	1
3818	1465	1
3244	1085	1
3161	860	1
3858	95	1
2997	627	1
3881	56	1
3300	1462	1
6128	279	1
2885	1054	1
3299	1470	1
2411	1934	1
3550	1235	1
3845	1493	1
6374	620	1
3267	631	1
3641	232	1
3880	1727	1
4286	2051	1
3368	1443	1
2861	1393	1
6024	627	1
4690	884	1
6583	596	1
5466	349	1
6062	1919	1
4315	490	1
3078	754	1
6419	1609	1
2507	1250	1
6024	1806	1
5240	54	1
3763	775	1
3485	27	1
6066	1758	1
4870	1454	1
3038	1062	1
4261	2230	1
4357	344	1
4872	1074	1
2276	1180	1
3637	773	1
2589	1168	1
2479	561	1
3505	463	1
3222	2081	1
5570	1205	1
3229	1066	1
2411	1010	1
3792	1302	1
3608	1285	1
2275	628	1
3169	51	1
2275	605	1
3098	967	1
5343	2222	1
2564	1265	1
3497	1941	1
2589	1129	1
3782	549	1
4872	1732	1
2560	2207	1
2509	2022	1
2509	558	1
2485	1761	1
6239	2034	1
2920	453	1
2426	440	1
4690	76	1
4757	1311	1
3731	325	1
3608	75	1
4452	105	1
4008	147	1
4657	1418	1
2965	1761	1
4998	2034	1
4690	956	1
3050	164	1
2461	1160	1
3161	771	1
4668	1033	1
3332	1672	1
2467	964	1
5467	824	1
6502	483	1
4430	1308	1
2657	1742	1
4527	2198	1
2955	1537	1
3792	848	1
5989	753	1
6328	842	1
3653	770	1
4287	2172	1
3551	532	1
3142	2033	1
4931	234	1
5660	2073	1
3267	71	1
6419	1204	1
4243	264	1
3922	169	1
3295	878	1
2920	1037	1
2411	49	1
