836	4835	17727	1
1063	2732	20947	1
1835	4599	16389	1
365	5455	19817	1
407	3670	18681	1
521	3614	11584	1
625	4324	15875	1
2237	4238	14879	1
911	2441	16513	1
1811	4180	14185	1
1674	4067	13804	1
558	3407	13712	1
473	2589	8218	1
569	6024	20703	1
467	2500	14144	1
923	3182	16135	1
677	3300	10373	1
359	2544	16134	1
2122	5946	20617	1
303	3079	12900	1
1030	4324	16266	1
285	2357	11629	1
1086	4259	15040	1
1112	5973	20647	1
999	4214	14343	1
1424	3182	16556	1
1491	2504	7674	1
747	4637	20068	1
132	5660	20262	1
654	2485	13048	1
1033	2749	8396	1
354	4261	16708	1
170	4181	14199	1
112	3472	11896	1
463	5068	18997	1
192	3159	15894	1
1144	4324	19687	1
775	2475	12536	1
613	3303	9974	1
1661	4511	15786	1
669	4244	16732	1
2097	2509	15636	1
301	3483	11324	1
1198	5263	19353	1
2150	4284	19683	1
933	4412	15783	1
1231	4204	18717	1
167	3713	12601	1
2148	4811	17504	1
300	6115	20803	1
1094	3190	9891	1
386	4218	16322	1
745	4657	16600	1
1087	3368	10339	1
1517	2275	11219	1
463	2572	7979	1
999	3673	12847	1
1741	2412	8256	1
800	4668	20032	1
926	3780	15383	1
667	2278	10185	1
749	3172	9466	1
1866	3957	19033	1
1816	3018	9006	1
1806	3253	9736	1
386	3887	12804	1
2019	2269	21237	1
359	2544	16134	1
1548	2412	17092	1
322	2589	8213	1
249	3421	10651	1
1072	5507	19950	1
1548	2474	12683	1
1454	3914	13088	1
2099	2479	7522	1
1521	5948	20619	1
241	6374	21095	1
463	4327	15924	1
1758	3728	12517	1
569	3229	9765	1
1629	2313	10311	1
356	2560	15503	1
1838	3767	12868	1
1112	6623	21394	1
596	4218	16770	1
169	3909	18811	1
105	5866	20515	1
1568	4002	13417	1
2112	4302	14848	1
1397	2414	14016	1
1672	4255	15943	1
1393	3331	10577	1
1674	4693	16768	1
231	4222	19586	1
730	2544	16134	1
386	4261	16616	1
134	2916	8571	1
2224	2589	8216	1
274	2623	8208	1
1463	3469	11399	1
1045	4670	16650	1
266	4811	20213	1
1083	3485	15701	1
878	3296	12741	1
685	2541	15342	1
1340	3150	10266	1
58	4334	14830	1
553	2484	13305	1
2146	3813	13385	1
1542	3244	10785	1
1286	4211	14320	1
1410	3469	11407	1
1517	2275	11219	1
1932	2979	8857	1
286	4244	14943	1
1674	4067	13804	1
1205	5290	19407	1
187	3631	18596	1
262	6286	20993	1
1248	5295	19414	1
2002	3725	13081	1
97	5635	20215	1
997	3551	11328	1
966	3296	12741	1
1446	3713	12601	1
925	6115	20803	1
912	6062	20746	1
1033	5304	19434	1
558	3407	13712	1
764	4853	17667	1
1346	2881	8533	1
1007	6318	21030	1
2120	4866	17712	1
1873	3604	11540	1
358	2595	14906	1
1905	4396	15189	1
2035	4335	14925	1
627	2479	7517	1
1304	2478	7570	1
99	5263	19353	1
1763	3255	9764	1
1346	4317	16926	1
1877	5237	19310	1
596	3708	12547	1
532	2538	7833	1
1086	6044	20726	1
1410	2660	8302	1
1547	3730	12055	1
1807	4319	16819	1
2004	4008	13484	1
711	5866	20515	1
1033	3351	10454	1
7	5636	20216	1
1849	4870	17749	1
2242	3255	9764	1
2109	3182	16400	1
1544	3990	13339	1
271	3331	13050	1
1746	3129	10509	1
1537	4001	13415	1
319	2394	7222	1
366	6502	21252	1
682	2600	15718	1
1890	5094	19050	1
893	4261	15613	1
757	3753	12150	1
1168	3303	9976	1
1094	5015	18878	1
25	3728	16422	1
730	4872	17746	1
1686	3945	13073	1
189	3296	12741	1
1735	2589	16139	1
1898	2483	13132	1
1894	5068	18997	1
1734	5442	19774	1
685	2541	15342	1
415	5874	20523	1
1283	6066	20750	1
72	5069	19000	1
372	6200	20898	1
285	3462	10923	1
1524	2391	7212	1
2152	4757	17144	1
912	3672	18672	1
544	4866	17712	1
585	5507	19950	1
2186	3182	16556	1
1352	2278	6846	1
812	2855	8506	1
1736	2567	16406	1
1758	3637	12622	1
1542	3793	12521	1
132	5660	20262	1
1537	2962	10458	1
1367	4678	20091	1
2245	4555	19886	1
2058	2337	7146	1
1131	3660	12611	1
1627	2564	16864	1
2169	2412	11580	1
1032	4008	19101	1
482	2330	9093	1
485	2685	8329	1
1246	4280	16740	1
16	4222	19586	1
1705	3402	15680	1
372	6200	20898	1
418	2538	15970	1
591	4265	14523	1
966	2660	8302	1
300	6194	20891	1
1654	6331	21045	1
18	4243	15182	1
2032	4400	15315	1
307	2461	13220	1
1913	3267	10029	1
1777	2411	7293	1
1372	4413	16531	1
1623	2971	8864	1
1404	2873	8525	1
155	6509	21260	1
1711	4317	19688	1
1327	5455	19817	1
386	5570	20093	1
52	2949	17527	1
386	4519	15816	1
930	2484	13161	1
292	4164	14148	1
1058	5529	20002	1
898	3713	12602	1
147	3733	14813	1
772	3505	11806	1
134	2937	8705	1
2052	3660	12611	1
1969	2484	13159	1
155	2602	14903	1
689	2589	8026	1
2088	3485	15991	1
97	4261	16384	1
1599	4870	17749	1
1239	5878	20527	1
408	3363	10554	1
656	3408	10579	1
1900	4592	19819	1
1286	4811	17508	1
286	5596	20138	1
1542	6374	21095	1
521	2896	8549	1
163	2348	9127	1
878	2602	8106	1
652	4649	16524	1
24	5068	18997	1
651	3919	12960	1
924	4008	19101	1
918	6318	21030	1
2022	6570	21333	1
1027	2602	8107	1
1748	3363	10554	1
684	3604	11540	1
724	4872	17746	1
589	2479	12605	1
1860	4001	13415	1
1596	3792	12582	1
924	4637	20068	1
1881	5237	19310	1
1492	3485	16192	1
1537	4017	14137	1
2151	6261	20966	1
1804	3469	11546	1
2101	3078	9117	1
191	4278	14569	1
2094	3796	12388	1
2027	2589	8217	1
145	6583	21350	1
950	2337	13292	1
244	4270	16873	1
1094	3190	9891	1
1796	2419	7318	1
1518	4324	16268	1
295	2484	13305	1
1197	2589	14314	1
1701	3987	13364	1
1266	4287	15573	1
2002	4319	19746	1
131	2330	18772	1
715	4324	15904	1
1725	2318	13634	1
761	2628	8234	1
594	2589	8026	1
459	4261	16535	1
473	4385	15125	1
1526	2279	6913	1
1152	4211	14320	1
1231	5295	19414	1
1507	4809	19440	1
2097	3728	12498	1
1345	2479	12553	1
2189	3009	8926	1
378	4008	13479	1
760	3881	13974	1
474	3668	16258	1
2228	3734	12061	1
1813	4860	17693	1
907	4026	16840	1
548	3982	13297	1
997	3551	11328	1
632	2670	8313	1
132	2896	8549	1
325	2411	12681	1
326	3497	11107	1
285	2991	8882	1
2015	2418	11462	1
1492	3485	16192	1
1796	4657	16600	1
2114	3881	12776	1
613	4770	17197	1
1763	2925	8679	1
199	3807	12448	1
611	5443	19778	1
1187	3853	13208	1
1212	5823	20469	1
1933	3792	12376	1
930	3167	10496	1
338	2768	8416	1
764	3108	10352	1
966	3296	12741	1
861	3713	12601	1
911	2589	8025	1
911	2732	20947	1
1066	3485	14206	1
1828	2949	11932	1
797	2509	7732	1
1646	4414	15846	1
169	3329	10096	1
596	3300	10373	1
521	3614	11584	1
989	3531	17012	1
1954	2589	16549	1
687	3368	13206	1
861	5236	19309	1
1302	2438	17589	1
2080	3060	9062	1
446	2626	16764	1
195	2877	9194	1
137	6674	21451	1
651	3595	13876	1
1742	2412	7299	1
1499	4527	17010	1
440	2381	7657	1
724	4811	20213	1
1851	2356	7034	1
192	5581	20106	1
68	2415	7309	1
1277	2478	7569	1
1850	2560	15503	1
127	2323	6989	1
1387	6600	21368	1
1566	4757	17148	1
1736	2567	16406	1
1995	2412	7299	1
2204	4324	19687	1
1346	5338	19487	1
1063	5516	19970	1
1429	4763	17159	1
299	5547	20041	1
279	3683	11885	1
918	2356	7034	1
1834	3725	13081	1
102	3853	18697	1
553	4317	19688	1
249	4230	14393	1
2210	3872	12746	1
1286	3402	15680	1
1935	3515	12801	1
2199	4757	17145	1
